,avgPktsSize,nAttacks,nDstPorts,nDsts,nFlows,nSYNatt,nSrcPorts,nSrcs,packet_rate,rICMP,rSYN,rSrcDst
0,749.2014184397163,273.0,343.0,478.0,705.0,0.0,258.0,277.0,10563.74,0.0004203056871903322,5.301152811409596e-05,0.5794979079497908
1,126.1256038647343,144.0,258.0,282.0,414.0,0.0,160.0,191.0,1044.32,0.0004979316684541136,0.000651141412593841,0.6773049645390071
2,45.60045662100457,103.0,197.0,347.0,438.0,0.0,143.0,186.0,399.46,0.0078105442347168675,0.0024032443799128825,0.5360230547550432
3,92.35786802030456,141.0,244.0,271.0,394.0,0.0,203.0,197.0,727.78,0.0037923548325043284,0.0021984665695677264,0.7269372693726938
4,44.74766355140187,119.0,189.0,330.0,428.0,0.0,120.0,164.0,383.04,0.007779866332497911,0.001827485380116959,0.49696969696969695
5,22.625984251968504,97.0,156.0,173.0,254.0,0.0,99.0,136.0,114.94,0.0067861492952844965,0.005916130154863407,0.7861271676300579
6,11.619753086419752,101.0,183.0,299.0,405.0,0.0,116.0,153.0,94.12,0.18253293667658307,0.008712282192945177,0.5117056856187291
7,12.266211604095563,82.0,175.0,203.0,293.0,0.0,109.0,139.0,71.88,0.015581524763494713,0.00862548692264886,0.6847290640394089
8,9.405117270788912,94.0,206.0,366.0,469.0,0.0,131.0,159.0,88.22,0.04216730900022671,0.013829063704375425,0.4344262295081967
9,18.236024844720497,82.0,138.0,244.0,322.0,0.0,86.0,116.0,117.44,0.022138964577656677,0.007322888283378746,0.47540983606557374
10,4.467889908256881,57.0,110.0,269.0,327.0,0.0,84.0,127.0,29.22,0.10882956878850103,0.022587268993839837,0.4721189591078067
11,15.49673202614379,87.0,167.0,175.0,306.0,0.0,102.0,170.0,94.84,0.014761703922395614,0.007169970476592155,0.9714285714285714
12,6.752450980392157,49.0,130.0,275.0,408.0,0.0,87.0,213.0,55.1,0.07840290381125227,0.016696914700544463,0.7745454545454545
13,19.591269841269842,61.0,141.0,143.0,252.0,0.0,96.0,133.0,98.74,0.01073526433056512,0.005468908243872798,0.9300699300699301
14,5.774941995359629,84.0,167.0,276.0,431.0,0.0,102.0,211.0,49.78,0.08638007231820008,0.01888308557653676,0.7644927536231884
15,28.99245283018868,80.0,153.0,180.0,265.0,0.0,104.0,142.0,153.66,0.004555512169725368,0.008069764414942079,0.7888888888888889
16,7.722388059701492,63.0,138.0,254.0,335.0,0.0,103.0,153.0,51.74,0.050637804406648626,0.012369540007730962,0.6023622047244095
17,9.024,89.0,161.0,152.0,250.0,0.0,98.0,126.0,45.12,0.01551418439716312,0.026152482269503546,0.8289473684210527
18,5.383480825958702,67.0,152.0,267.0,339.0,0.0,95.0,135.0,36.5,0.07726027397260274,0.024657534246575342,0.5056179775280899
19,9.589108910891088,49.0,114.0,160.0,202.0,16.0,92.0,106.0,38.74,0.013422818791946308,0.03975219411461022,0.6625
20,6.867109634551495,58.0,127.0,232.0,301.0,0.0,87.0,128.0,41.34,0.05660377358490566,0.024189646831156264,0.5517241379310345
21,5.184549356223176,54.0,135.0,163.0,233.0,0.0,98.0,134.0,24.16,0.028145695364238412,0.04304635761589404,0.8220858895705522
22,5.67076923076923,77.0,138.0,248.0,325.0,0.0,89.0,126.0,36.86,0.0683667932718394,0.018448182311448725,0.5080645161290323
23,5.882096069868996,53.0,124.0,160.0,229.0,0.0,99.0,124.0,26.94,0.025983667409057165,0.032665181885671864,0.775
24,3.7632508833922262,49.0,102.0,238.0,283.0,0.0,83.0,115.0,21.3,0.1267605633802817,0.038497652582159626,0.4831932773109244
25,8.766666666666667,77.0,134.0,139.0,210.0,0.0,71.0,102.0,36.82,0.010863661053775122,0.020097772949483977,0.7338129496402878
26,29.015290519877677,90.0,151.0,236.0,327.0,0.0,90.0,126.0,189.76,0.012436762225969646,0.005796795952782462,0.5338983050847458
27,6.926724137931035,73.0,147.0,161.0,232.0,0.0,85.0,121.0,32.14,0.02551337896701929,0.02924704418170504,0.7515527950310559
28,6.418569254185693,98.0,332.0,417.0,657.0,0.0,228.0,263.0,84.34,0.03035333175243064,0.008774009959686982,0.6306954436450839
29,11.538095238095238,64.0,133.0,137.0,210.0,0.0,83.0,119.0,48.46,0.013206768468840282,0.01361947998349154,0.8686131386861314
30,5.026785714285714,59.0,129.0,271.0,336.0,0.0,83.0,117.0,33.78,0.08880994671403197,0.023682652457075192,0.4317343173431734
31,7.2465753424657535,69.0,141.0,149.0,219.0,0.0,94.0,116.0,31.74,0.011972274732199117,0.0258349086326402,0.7785234899328859
32,6.8584905660377355,76.0,145.0,242.0,318.0,1.0,85.0,121.0,43.62,0.05685465382851903,0.02109124254928932,0.5
33,7.19455252918288,57.0,132.0,197.0,257.0,60.0,140.0,115.0,36.98,0.01568415359653867,0.07625743645213628,0.583756345177665
34,11.435331230283913,62.0,128.0,248.0,317.0,0.0,99.0,127.0,72.5,0.03586206896551724,0.00910344827586207,0.5120967741935484
35,5.831730769230769,68.0,130.0,154.0,208.0,0.0,73.0,114.0,24.26,0.031327287716405604,0.033800494641384994,0.7402597402597403
36,6.0131578947368425,72.0,133.0,238.0,304.0,0.0,60.0,94.0,36.56,0.07275711159737418,0.018599562363238512,0.3949579831932773
37,10.84920634920635,78.0,162.0,166.0,252.0,0.0,101.0,121.0,54.68,0.010607168983174835,0.014630577907827359,0.7289156626506024
38,20.76452599388379,80.0,154.0,233.0,327.0,0.0,72.0,106.0,135.8,0.0187039764359352,0.0029455081001472753,0.45493562231759654
39,8.618090452261306,77.0,138.0,135.0,199.0,0.0,78.0,105.0,34.3,0.009912536443148687,0.02507288629737609,0.7777777777777778
40,9.159010600706713,55.0,113.0,227.0,283.0,0.0,76.0,118.0,51.84,0.0625,0.01890432098765432,0.5198237885462555
41,6.009852216748769,59.0,132.0,149.0,203.0,0.0,85.0,111.0,24.4,0.018852459016393444,0.03114754098360656,0.7449664429530202
42,69.08917197452229,77.0,144.0,239.0,314.0,0.0,77.0,116.0,433.88,0.005854153222089057,0.0013367751452014382,0.48535564853556484
43,22.015544041450777,79.0,123.0,125.0,193.0,0.0,70.0,98.0,84.98,0.007060484819957637,0.00894328077194634,0.784
44,4.276190476190476,56.0,118.0,261.0,315.0,0.0,88.0,112.0,26.94,0.10764662212323682,0.041573867854491464,0.42911877394636017
45,5.682080924855492,51.0,114.0,132.0,173.0,0.0,68.0,95.0,19.66,0.0254323499491353,0.03763987792472025,0.7196969696969697
46,9.88663967611336,99.0,147.0,163.0,247.0,0.0,70.0,99.0,48.84,0.028665028665028666,0.011466011466011465,0.6073619631901841
47,9.352678571428571,79.0,152.0,148.0,224.0,0.0,85.0,115.0,41.9,0.011455847255369928,0.01909307875894988,0.777027027027027
48,4.764851485148514,82.0,156.0,307.0,404.0,0.0,94.0,137.0,38.5,0.09818181818181818,0.01922077922077922,0.44625407166123776
49,12.40255591054313,64.0,130.0,257.0,313.0,0.0,80.0,112.0,77.64,0.03580628541988665,0.013395157135497167,0.4357976653696498
50,6.136038186157518,74.0,160.0,341.0,419.0,0.0,106.0,153.0,51.42,0.07234539089848308,0.017113963438350838,0.44868035190615835
51,6.656387665198238,65.0,126.0,137.0,227.0,0.0,90.0,142.0,30.22,0.037061548643282594,0.03441429516876241,1.0364963503649636
52,4.53099730458221,68.0,135.0,263.0,371.0,0.0,81.0,157.0,33.62,0.1124330755502677,0.028554431885782272,0.596958174904943
53,7.233050847457627,69.0,134.0,145.0,236.0,0.0,98.0,140.0,34.14,0.025776215582893967,0.022261277094317515,0.9655172413793104
54,8.495934959349594,53.0,125.0,272.0,369.0,22.0,117.0,162.0,62.7,0.052312599681020734,0.022328548644338118,0.5955882352941176
55,12.548837209302325,50.0,119.0,137.0,215.0,0.0,82.0,145.0,53.96,0.019644180874722018,0.015937731653076354,1.0583941605839415
56,4.072664359861592,65.0,122.0,230.0,289.0,0.0,80.0,106.0,23.54,0.102803738317757,0.026338147833474938,0.4608695652173913
57,7.970833333333333,60.0,133.0,153.0,240.0,0.0,101.0,129.0,38.26,0.020909566126502875,0.01881860951385259,0.8431372549019608
58,8.320855614973262,95.0,170.0,275.0,374.0,0.0,107.0,131.0,62.24,0.04755784061696658,0.010604113110539846,0.4763636363636364
59,10.665158371040723,67.0,148.0,140.0,221.0,0.0,91.0,104.0,47.14,0.0067882901994060245,0.013152312261349173,0.7428571428571429
60,5.468468468468468,59.0,133.0,257.0,333.0,0.0,72.0,109.0,36.42,0.0785282811641955,0.017023613399231193,0.42412451361867703
61,6.369668246445498,64.0,132.0,146.0,211.0,0.0,78.0,118.0,26.88,0.023065476190476192,0.025297619047619048,0.8082191780821918
62,6.903307888040713,64.0,181.0,292.0,393.0,0.0,103.0,148.0,54.26,0.052340582381127904,0.010320678215997052,0.5068493150684932
63,8.536764705882353,103.0,191.0,156.0,272.0,0.0,98.0,127.0,46.44,0.11670973298880276,0.013350559862187769,0.8141025641025641
64,6.4984227129337535,80.0,142.0,248.0,317.0,0.0,82.0,102.0,41.2,0.06262135922330098,0.01407766990291262,0.4112903225806452
65,5.465968586387435,47.0,111.0,135.0,191.0,0.0,82.0,115.0,20.88,0.02490421455938697,0.04597701149425287,0.8518518518518519
66,7.868055555555555,78.0,133.0,222.0,288.0,0.0,79.0,108.0,45.32,0.04942630185348632,0.00794351279788173,0.4864864864864865
67,17.806122448979593,58.0,138.0,140.0,196.0,0.0,72.0,91.0,69.8,0.005157593123209169,0.0034383954154727794,0.65
68,5.512968299711815,72.0,149.0,269.0,347.0,0.0,87.0,126.0,38.26,0.07004704652378463,0.013068478829064296,0.4684014869888476
69,6.909836065573771,77.0,172.0,150.0,244.0,0.0,91.0,101.0,33.72,0.011269276393831554,0.021352313167259787,0.6733333333333333
70,6.147909967845659,55.0,126.0,229.0,311.0,0.0,81.0,107.0,38.24,0.0700836820083682,0.014644351464435146,0.4672489082969432
71,5.9,60.0,130.0,139.0,230.0,0.0,98.0,111.0,27.14,0.017686072218128224,0.011790714812085483,0.7985611510791367
72,4.475083056478406,60.0,129.0,247.0,301.0,0.0,82.0,115.0,26.94,0.09651076466221233,0.030438010393466965,0.46558704453441296
73,7.329787234042553,73.0,126.0,123.0,188.0,0.0,62.0,99.0,27.56,0.02539912917271408,0.023222060957910014,0.8048780487804879
74,7.904320987654321,76.0,154.0,231.0,324.0,0.0,95.0,116.0,51.22,0.04451386177274502,0.01483795392424834,0.5021645021645021
75,7.630681818181818,50.0,101.0,131.0,176.0,0.0,69.0,107.0,26.86,0.029784065524944156,0.02084884586746091,0.816793893129771
76,3.8194444444444446,40.0,114.0,242.0,288.0,12.0,80.0,94.0,22.0,0.12181818181818181,0.031818181818181815,0.3884297520661157
77,6.953947368421052,46.0,96.0,110.0,152.0,0.0,57.0,98.0,21.14,0.026490066225165563,0.013245033112582781,0.8909090909090909
78,4.285472972972973,92.0,311.0,387.0,592.0,0.0,188.0,217.0,50.74,0.046511627906976744,0.009459992116673236,0.5607235142118863
79,9.564,81.0,173.0,142.0,250.0,0.0,89.0,106.0,47.82,0.010037641154328732,0.010455876202425763,0.7464788732394366
80,5.991404011461318,80.0,182.0,267.0,349.0,0.0,77.0,106.0,41.82,0.05595408895265423,0.01291248206599713,0.3970037453183521
81,6.50253807106599,72.0,132.0,138.0,197.0,0.0,66.0,103.0,25.62,0.02263856362217018,0.0117096018735363,0.7463768115942029
82,9.236162361623617,68.0,118.0,212.0,271.0,0.0,64.0,90.0,50.06,0.0463443867359169,0.004794246903715541,0.42452830188679247
83,6.057591623036649,55.0,136.0,139.0,191.0,0.0,74.0,102.0,23.14,0.01901469317199654,0.021607605877268798,0.7338129496402878
84,8.213375796178344,80.0,141.0,227.0,314.0,0.0,81.0,113.0,51.58,0.045366421093447074,0.0077549437766576195,0.4977973568281938
85,7.392694063926941,65.0,131.0,141.0,219.0,0.0,84.0,103.0,32.38,0.016676961087090797,0.021618282890673256,0.7304964539007093
86,8.198051948051948,67.0,135.0,242.0,308.0,0.0,88.0,118.0,50.5,0.05148514851485148,0.009504950495049505,0.48760330578512395
87,9.369791666666666,60.0,131.0,142.0,192.0,0.0,70.0,111.0,35.98,0.08060033351862146,0.017787659811006114,0.7816901408450704
88,3.8578313253012047,56.0,134.0,353.0,415.0,0.0,78.0,99.0,32.02,0.146158650843223,0.021861336664584636,0.2804532577903683
89,5.948553054662379,73.0,131.0,253.0,311.0,0.0,83.0,120.0,37.0,0.07243243243243243,0.014594594594594595,0.4743083003952569
90,4.524271844660194,57.0,128.0,239.0,309.0,0.0,86.0,128.0,27.96,0.10085836909871244,0.032904148783977114,0.5355648535564853
91,7.493975903614458,48.0,131.0,149.0,249.0,0.0,84.0,153.0,37.32,0.03697749196141479,0.01982851018220793,1.0268456375838926
92,7.378378378378378,74.0,136.0,257.0,370.0,0.0,75.0,163.0,54.6,0.07032967032967033,0.008791208791208791,0.6342412451361867
93,9.441176470588236,77.0,152.0,156.0,272.0,8.0,92.0,152.0,51.36,0.024143302180685357,0.01985981308411215,0.9743589743589743
94,9.649717514124294,96.0,171.0,238.0,354.0,4.0,102.0,150.0,68.32,0.032201405152224825,0.012002341920374707,0.6302521008403361
95,15.838006230529595,123.0,195.0,196.0,321.0,0.0,95.0,133.0,101.68,0.011801730920535013,0.0055074744295830055,0.6785714285714286
96,15.195046439628483,77.0,140.0,253.0,323.0,0.0,93.0,135.0,98.16,0.025468622656886715,0.005908720456397718,0.5335968379446641
97,21.977678571428573,68.0,138.0,166.0,224.0,0.0,85.0,127.0,98.46,0.008734511476741823,0.002843794434288036,0.7650602409638554
98,25.265895953757227,95.0,166.0,262.0,346.0,0.0,98.0,126.0,174.84,0.013383665065202471,0.0028597574925646307,0.48091603053435117
99,28.74264705882353,123.0,172.0,168.0,272.0,0.0,106.0,137.0,156.36,0.030442568431823996,0.0037093885904323355,0.8154761904761905
100,12.56782334384858,93.0,146.0,237.0,317.0,0.0,77.0,101.0,79.68,0.030873493975903613,0.007279116465863454,0.42616033755274263
101,23.71311475409836,97.0,151.0,158.0,244.0,0.0,82.0,121.0,115.72,0.0060490839958520564,0.005876253024541998,0.7658227848101266
102,18.830721003134798,91.0,142.0,250.0,319.0,0.0,92.0,134.0,120.14,0.020309638754786082,0.007324787747627768,0.536
103,20.624489795918368,87.0,147.0,164.0,245.0,0.0,97.0,129.0,101.06,0.006134969325153374,0.006134969325153374,0.7865853658536586
104,10.726541554959786,110.0,159.0,283.0,373.0,0.0,92.0,126.0,80.02,0.03449137715571107,0.0094976255936016,0.4452296819787986
105,21.669856459330145,84.0,140.0,139.0,209.0,0.0,81.0,110.0,90.58,0.0052991830426142635,0.0052991830426142635,0.7913669064748201
106,19.61801242236025,92.0,118.0,258.0,322.0,0.0,79.0,111.0,126.34,0.024695266740541396,0.006332119677061897,0.43023255813953487
107,26.36283185840708,106.0,146.0,160.0,226.0,0.0,87.0,121.0,119.16,0.00436388049681101,0.00671366230278617,0.75625
108,15.420245398773005,89.0,151.0,245.0,326.0,0.0,78.0,120.0,100.54,0.028446389496717725,0.006763477222995823,0.4897959183673469
109,17.59765625,91.0,164.0,136.0,256.0,0.0,98.0,106.0,90.1,0.004661487236403996,0.009100998890122086,0.7794117647058824
110,13.468531468531468,117.0,192.0,308.0,429.0,0.0,95.0,124.0,115.56,0.04569055036344756,0.004153686396677051,0.4025974025974026
111,9.875420875420875,101.0,181.0,167.0,297.0,0.0,109.0,126.0,58.66,0.011933174224343675,0.013296965564268667,0.7544910179640718
112,16.30674846625767,90.0,151.0,244.0,326.0,0.0,85.0,115.0,106.32,0.02163280662151994,0.00545522949586155,0.4713114754098361
113,8.751131221719458,77.0,142.0,139.0,221.0,0.0,98.0,120.0,38.68,0.008790072388831437,0.013960703205791106,0.8633093525179856
114,9.368876080691642,104.0,142.0,266.0,347.0,0.0,83.0,117.0,65.02,0.04552445401414949,0.008305136880959704,0.4398496240601504
115,12.743697478991596,88.0,164.0,159.0,238.0,0.0,79.0,113.0,60.66,0.009231783712495879,0.009561490273656445,0.710691823899371
116,11.092485549132949,80.0,181.0,265.0,346.0,0.0,86.0,129.0,76.76,0.030745179781136008,0.008858780614903595,0.4867924528301887
117,20.70718232044199,59.0,101.0,125.0,181.0,0.0,84.0,116.0,74.96,0.008804695837780149,0.007737459978655283,0.928
118,9.14080459770115,104.0,157.0,263.0,348.0,0.0,89.0,113.0,63.62,0.04118201823325998,0.009116629990569003,0.4296577946768061
119,12.530434782608696,76.0,154.0,141.0,230.0,0.0,104.0,110.0,57.64,0.004510756419153366,0.015614156835530881,0.7801418439716312
120,8.213166144200628,63.0,146.0,232.0,319.0,8.0,97.0,104.0,52.4,0.042748091603053436,0.015267175572519083,0.4482758620689655
121,12.066666666666666,105.0,193.0,157.0,270.0,0.0,90.0,117.0,65.16,0.006138735420503376,0.0055248618784530384,0.7452229299363057
122,5.511834319526627,81.0,154.0,240.0,338.0,0.0,82.0,108.0,37.26,0.06924315619967794,0.010735373054213635,0.45
123,11.607329842931938,61.0,140.0,127.0,191.0,0.0,62.0,82.0,44.34,0.012178619756427604,0.013080739738385205,0.6456692913385826
124,6.841924398625429,83.0,140.0,223.0,291.0,0.0,69.0,98.0,39.82,0.057759919638372674,0.02059266700150678,0.43946188340807174
125,8.995689655172415,98.0,170.0,151.0,232.0,0.0,68.0,110.0,41.74,0.0689985625299473,0.011020603737422138,0.7284768211920529
126,7.971326164874552,88.0,134.0,207.0,279.0,0.0,74.0,97.0,44.48,0.047212230215827336,0.012589928057553957,0.46859903381642515
127,9.893203883495145,64.0,124.0,155.0,206.0,0.0,85.0,111.0,40.76,0.01422963689892051,0.014720314033366046,0.7161290322580646
128,3.6175710594315245,58.0,140.0,328.0,387.0,0.0,76.0,103.0,28.0,0.15071428571428572,0.022857142857142857,0.31402439024390244
129,8.34971098265896,85.0,152.0,280.0,346.0,0.0,62.0,89.0,57.78,0.056074766355140186,0.010730356524749048,0.31785714285714284
130,9.01006711409396,54.0,136.0,239.0,298.0,0.0,70.0,103.0,53.7,0.047672253258845436,0.008938547486033519,0.4309623430962343
131,9.633484162895927,74.0,129.0,120.0,221.0,0.0,71.0,117.0,42.58,0.02207609206200094,0.007984969469234382,0.975
132,9.32882882882883,79.0,153.0,277.0,444.0,30.0,125.0,196.0,82.84,0.04780299372283921,0.02607436021245775,0.7075812274368231
133,7.571428571428571,57.0,130.0,197.0,266.0,60.0,129.0,122.0,40.28,0.0253227408142999,0.05858987090367428,0.6192893401015228
134,5.908196721311476,41.0,122.0,241.0,305.0,0.0,55.0,108.0,36.04,0.1537180910099889,0.008879023307436182,0.44813278008298757
135,6.3798076923076925,66.0,144.0,134.0,208.0,0.0,58.0,109.0,26.54,0.033157498116051246,0.015825169555388093,0.8134328358208955
