,avgPktsSize,nAttacks,nDstPorts,nDsts,nFlows,nSYNatt,nSrcPorts,nSrcs,packet_rate,rICMP,rSYN,rSrcDst
0,953.8996282527881,154.0,309.0,373.0,538.0,0.0,247.0,288.0,10263.96,0.00010522254568412192,6.819979812859754e-05,0.7721179624664879
1,164.1279279279279,171.0,284.0,386.0,555.0,0.0,164.0,206.0,1821.82,0.0022175626571230966,0.00030738492276953815,0.533678756476684
2,97.28571428571429,75.0,210.0,230.0,322.0,0.0,137.0,181.0,626.52,0.0012768945923514014,0.001979186618144672,0.7869565217391304
3,153.01837270341207,94.0,173.0,309.0,381.0,0.0,127.0,163.0,1166.0,0.0021269296740994855,0.0006518010291595198,0.5275080906148867
4,65.57303370786516,67.0,171.0,195.0,267.0,0.0,118.0,158.0,350.16,0.0019990861320539183,0.002284669865204478,0.8102564102564103
5,30.515463917525775,156.0,274.0,313.0,485.0,0.0,122.0,159.0,296.0,0.009797297297297298,0.0029054054054054052,0.5079872204472844
6,22.815217391304348,110.0,205.0,354.0,460.0,0.0,261.0,167.0,209.9,0.003049070986183897,0.022582181991424487,0.4717514124293785
7,47.160409556313994,43.0,122.0,241.0,293.0,0.0,99.0,123.0,276.36,0.008467216673903604,0.0019539730785931393,0.5103734439834025
8,34.46666666666667,86.0,165.0,164.0,240.0,0.0,93.0,123.0,165.44,0.005319148936170213,0.0060444874274661504,0.75
9,13.716535433070867,49.0,149.0,322.0,381.0,0.0,126.0,130.0,104.52,0.02774588595484118,0.012437810945273632,0.40372670807453415
10,13.25301204819277,52.0,150.0,202.0,249.0,0.0,102.0,146.0,66.0,0.009393939393939394,0.01606060606060606,0.7227722772277227
11,9.15335463258786,67.0,138.0,244.0,313.0,0.0,95.0,123.0,57.3,0.043280977312390924,0.014659685863874346,0.5040983606557377
12,7.815450643776824,59.0,142.0,174.0,233.0,0.0,97.0,136.0,36.42,0.019769357495881382,0.02086765513454146,0.7816091954022989
13,10.684426229508198,66.0,101.0,191.0,244.0,0.0,55.0,86.0,52.14,0.04065976217874952,0.010356731875719217,0.450261780104712
14,13.634517766497462,30.0,108.0,165.0,197.0,0.0,95.0,128.0,53.72,0.011913626209977662,0.020104244229337303,0.7757575757575758
